Invoice_ID,Invoice_Date,City,Store_Format,Category,Brand,Channel,Payment_Mode,Units,Cost_Price,Selling_Price,Revenue,Cost,Margin,Margin_%,Stock_On_Hand,Reorder_Level,Lead_Time_Days,Customer_Age,Customer_Gender,Loyalty_Flag
49031611,2024-02-16 18:16:00,Pune,Express,Dairy,Tata,Online,Cash,3,194.1736766741042,233.57695704042652,700.7308711212795,582.5210300223126,118.20984109896688,0.1686950667805067,188,56,12,26.0,F,0
45129981,2024-11-02 12:12:00,Mumbai,Express,Snacks,ITC,Offline,Card,4,107.43651756581733,112.95351056128143,451.81404224512573,429.7460702632693,22.06797198185643,0.048843041425179395,101,54,4,37.0,O,0
62645501,2024-06-13 09:23:00,Pune,Super,Fruits,Tata,Omnichannel,Card,1,41.95674197610198,45.96962653421317,45.96962653421317,41.95674197610198,4.012884558111189,0.0872942605945379,219,78,12,,F,0
32202208,2024-07-01 15:05:00,Chennai,Super,Beverages,HUL,Online,Card,2,147.17976926372128,172.2202247068441,344.4404494136882,294.35953852744257,50.08091088624565,0.14539787928942183,258,74,10,32.0,M,1
99220120,2024-05-15 08:11:00,Delhi,Super,Fruits,Tata,Offline,Card,1,42.11452494011561,50.38355467020022,50.38355467020022,42.11452494011561,8.269029730084611,0.1641216024596097,490,63,14,,F,0
35722540,2024-03-07 15:08:00,Mumbai,Express,Fruits,Amul,Offline,Cash,4,76.94590290378572,102.73294214910906,410.93176859643626,307.7836116151429,103.14815698129337,0.25101042280961267,225,54,13,55.0,nan,0
87884465,2024-12-04 06:28:00,Mumbai,Hyper,Grocery,Parle,Offline,Card,4,156.02069837191027,195.26820620775126,781.072824831005,624.0827934876411,156.99003134336397,0.2009928221191548,196,56,6,53.0,F,1
83676607,2024-10-12 06:32:00,Delhi,Hyper,Fruits,Britannia,Online,Wallet,5,13.3273749445213,18.61210588068361,93.06052940341806,66.63687472260649,26.423654680811566,0.283940515385044,136,69,6,24.0,F,0
47280599,2024-08-23 00:16:00,Bengaluru,Super,Home Care,Tata,Omnichannel,UPI,1,25.494853099388454,36.134918338792424,36.134918338792424,25.494853099388454,10.64006523940397,0.2944538338137433,301,27,3,,M,1
27355722,2024-05-26 21:09:00,Delhi,Hyper,Home Care,ITC,Offline,UPI,4,168.0234857564796,219.34925611660333,877.3970244664133,672.0939430259184,205.3030814404949,0.23399108466928006,298,76,12,,M,0
97112535,2024-10-27 07:24:00,Hyderabad,Super,Home Care,Parle,Omnichannel,Card,1,178.49486025593734,249.59756067199802,249.59756067199802,178.49486025593734,71.10270041606069,0.2848693722191396,490,31,13,,F,1
61561691,2024-07-18 01:58:00,Bengaluru,Express,Home Care,Amul,Offline,Wallet,2,87.1313522416751,106.04133977053279,212.08267954106557,174.2627044833502,37.81997505771537,0.178326561789749,252,68,14,30.0,F,1
39813919,2024-06-10 20:18:00,Kolkata,Super,Fruits,Amul,Omnichannel,Card,2,170.48805359539548,191.31903903312394,382.6380780662479,340.97610719079097,41.661970875456916,0.1088808805595239,291,77,8,,M,1
23586460,2024-06-13 10:01:00,Bengaluru,Hyper,Grocery,Britannia,Online,Wallet,2,98.61658421587094,115.6443675069108,231.2887350138216,197.2331684317419,34.055566582079706,0.14724265139867093,105,23,8,18.0,M,0
40599204,2024-03-23 22:36:00,Chennai,Super,Personal Care,HUL,Offline,Cash,2,83.98505983180448,101.54064632763122,203.08129265526244,167.97011966360895,35.11117299165349,0.1728922075124661,410,50,8,45.0,F,0
68702000,2024-02-03 15:06:00,Ahmedabad,Super,Dairy,Britannia,Offline,Wallet,4,15.446740960580975,17.754258233227795,71.01703293291118,61.7869638423239,9.230069090587278,0.12996979329320613,293,28,6,25.0,F,1
55563280,2024-07-21 10:10:00,Pune,Express,Beverages,Amul,Offline,UPI,3,67.69876924583731,88.71611077617787,266.1483323285336,203.09630773751195,63.05202459102168,0.2369055783268641,346,44,6,,O,1
15996094,2024-11-20 01:55:00,Ahmedabad,Express,Beverages,PepsiCo,Online,Wallet,1,109.54916357494973,157.82515744369618,157.82515744369618,109.54916357494973,48.275993868746454,0.3058827543762712,428,71,6,31.0,F,0
80161814,2024-01-24 07:02:00,Kolkata,Super,Beverages,Nestle,Omnichannel,Wallet,4,128.08682824102317,160.6331918877344,642.5327675509376,512.3473129640927,130.1854545868449,0.20261294234542568,436,75,9,,F,1
38914711,2024-11-09 06:38:00,Bengaluru,Express,Beverages,Nestle,Online,Card,1,79.17240287150983,88.19623178552831,88.19623178552831,79.17240287150983,9.02382891401848,0.10231535669190751,485,32,4,46.0,M,0
27295129,2024-10-29 02:03:00,Mumbai,Hyper,Snacks,Britannia,Offline,Card,5,139.20771258689132,156.75246594910598,783.7623297455299,696.0385629344566,87.72376681107323,0.11192649031697553,266,74,9,32.0,M,0
72976549,2024-04-11 00:25:00,Pune,Super,Grocery,Parle,Online,Wallet,4,197.94457204690963,264.3974714165276,1057.5898856661104,791.7782881876385,265.81159747847187,0.25133712139375614,436,76,13,,M,0
76821990,2024-08-18 13:23:00,Bengaluru,Hyper,Personal Care,HUL,Omnichannel,UPI,1,184.70636146329932,208.66713166077867,208.66713166077867,184.70636146329932,23.96077019747935,0.11482771630958803,432,72,12,62.0,O,1
83967146,2024-03-01 07:24:00,Pune,Hyper,Vegetables,Britannia,Offline,Wallet,3,65.74934592162083,83.65940164567839,250.97820493703517,197.2480377648625,53.730167172172685,0.2140830004966064,463,29,7,49.0,nan,1
10243012,2024-10-03 16:51:00,Pune,Super,Fruits,Britannia,Offline,Cash,2,20.249999318310184,22.203241817414696,44.40648363482939,40.49999863662037,3.9064849982090237,0.08797105013613475,299,36,10,32.0,F,0
44859160,2024-09-12 16:35:00,Bengaluru,Hyper,Vegetables,Parle,Offline,Wallet,3,87.01010077928716,109.75425791879178,329.26277375637534,261.0303023378615,68.23247141851385,0.20722801621357811,475,44,3,,M,1
33623175,2024-05-09 09:39:00,Ahmedabad,Hyper,Home Care,ITC,Offline,Card,2,151.06414767994227,199.28789823370658,398.57579646741317,302.12829535988453,96.44750110752864,0.24198032585607343,493,79,6,,F,1
62257467,2024-01-25 18:58:00,Delhi,Hyper,Snacks,ITC,Offline,Wallet,2,24.409112160689872,27.333537829160633,54.66707565832127,48.818224321379745,5.848851336941522,0.10699038253843794,324,28,7,,O,0
97702183,2024-12-20 07:19:00,Ahmedabad,Hyper,Beverages,HUL,Omnichannel,Wallet,2,48.812543336608044,52.80266524195051,105.60533048390101,97.62508667321609,7.980243810684925,0.0755666761717248,310,49,7,51.0,nan,1
20783191,2024-06-11 16:13:00,Pune,Hyper,Grocery,Tata,Offline,UPI,5,163.11239038193122,212.29860912529782,1061.493045626489,815.561951909656,245.93109371683295,0.2316841308853657,309,47,8,30.0,F,1
69081957,2024-11-21 23:45:00,Kolkata,Express,Vegetables,Amul,Offline,Cash,2,59.80203595695406,75.97578972116797,151.95157944233594,119.60407191390811,32.347507528427826,0.21288036391029005,368,49,4,,M,0
49997736,2024-09-04 10:34:00,Bengaluru,Hyper,Dairy,Parle,Offline,Card,2,92.31718408822478,118.24898875183361,236.49797750366722,184.63436817644956,51.86360932721766,0.21929832074954403,390,28,5,,M,0
51630449,2024-10-11 02:39:00,Kolkata,Express,Beverages,Parle,Offline,Cash,1,49.6945561269233,59.75443504119943,59.75443504119943,49.6945561269233,10.059878914276126,0.16835367797118408,192,42,13,,F,0
94763092,2024-10-04 08:43:00,Mumbai,Hyper,Personal Care,Parle,Omnichannel,Card,3,182.99830033310906,256.5148208481958,769.5444625445875,548.9949009993272,220.5495615452603,0.2865975551509886,270,40,4,,M,0
18518711,2024-03-12 01:02:00,Hyderabad,Super,Home Care,HUL,Offline,UPI,5,185.6285841530736,207.465246328548,1037.32623164274,928.142920765368,109.18331087737192,0.10525455497685243,262,60,9,,O,0
49173064,2024-05-12 19:49:00,Bengaluru,Express,Personal Care,Amul,Offline,Cash,3,187.31487549987455,250.16484253269462,750.4945275980839,561.9446264996236,188.54990109846028,0.25123421179619226,297,68,5,64.0,M,0
76824559,2024-06-19 08:29:00,Chennai,Hyper,Dairy,Britannia,Omnichannel,UPI,3,157.09248454482773,183.76318004253207,551.2895401275962,471.2774536344832,80.01208649311297,0.14513623181494456,138,22,13,41.0,M,1
19601966,2024-06-30 16:39:00,Hyderabad,Express,Dairy,Parle,Online,Card,3,20.870911615790433,24.74813137191085,74.24439411573255,62.6127348473713,11.631659268361247,0.15666717207267872,329,38,14,,F,0
55527945,2024-01-16 23:43:00,Pune,Hyper,Personal Care,Amul,Offline,UPI,2,135.04448519409067,182.0604461181119,364.1208922362238,270.08897038818134,94.03192184804249,0.25824368733843256,113,75,4,46.0,F,1
54781246,2024-07-18 11:57:00,Bengaluru,Hyper,Home Care,Tata,Offline,Cash,3,18.5424770283634,21.440819267764255,64.32245780329276,55.6274310850902,8.695026718202563,0.13517870764194354,134,77,11,62.0,F,0
16605818,2024-02-26 07:34:00,Pune,Hyper,Grocery,Parle,Omnichannel,Card,2,145.109970508357,169.851844647249,339.703689294498,290.219941016714,49.483748277784,0.14566738553988812,473,73,5,39.0,M,0
95986173,2024-09-28 07:59:00,Bengaluru,Super,Dairy,Nestle,Omnichannel,UPI,1,122.30706284977104,132.14869000704735,132.14869000704735,122.30706284977104,9.841627157276307,0.07447389116571237,283,71,3,41.0,M,1
43302596,2024-09-06 07:31:00,Mumbai,Super,Beverages,Britannia,Online,Cash,4,20.863600042913955,27.274003972556617,109.09601589022647,83.45440017165582,25.641615718570648,0.23503714145135698,336,29,4,47.0,F,1
34534160,2024-12-02 17:21:00,Delhi,Express,Fruits,PepsiCo,Offline,Card,1,56.14258725458175,69.59586091611976,69.59586091611976,56.14258725458175,13.453273661538013,0.19330565761306606,210,60,6,64.0,nan,1
18013270,2024-09-28 20:07:00,Mumbai,Hyper,Fruits,Britannia,Omnichannel,Cash,2,68.8789511474835,73.87637248195297,147.75274496390594,137.757902294967,9.99484266893893,0.06764573254717222,80,37,13,,M,0
14758740,2024-05-13 19:47:00,Delhi,Hyper,Home Care,Nestle,Offline,Wallet,2,161.56079006114024,196.50318735850854,393.0063747170171,323.1215801222805,69.8847945947366,0.17782102044796835,375,52,13,23.0,M,0
27656525,2024-12-19 03:24:00,Ahmedabad,Hyper,Snacks,Nestle,Omnichannel,Wallet,3,133.7202622653587,143.09034933138543,429.2710479941563,401.16078679607614,28.11026119808014,0.06548371088483658,349,22,8,49.0,F,0
76721177,2024-05-29 23:03:00,Hyderabad,Super,Snacks,Tata,Online,Wallet,4,92.47202974153804,105.23950868929336,420.95803475717344,369.88811896615215,51.06991579102129,0.12131830627839327,173,69,12,54.0,M,0
34116325,2024-04-28 22:14:00,Chennai,Super,Grocery,Amul,Offline,Card,3,134.58106338953908,147.12341338338504,441.37024015015515,403.7431901686173,37.62704998153788,0.08525053698395495,117,60,9,,M,0
50896431,2024-11-26 12:30:00,Hyderabad,Super,Vegetables,PepsiCo,Offline,Cash,1,151.64041334901444,194.6138779634033,194.6138779634033,151.64041334901444,42.97346461438886,0.22081397824295923,211,52,9,,M,1
69539881,2024-05-15 05:13:00,Chennai,Super,Personal Care,Tata,Online,Cash,1,59.239863138559045,79.07441750400464,79.07441750400464,59.239863138559045,19.834554365445598,0.2508340243472688,226,20,5,46.0,M,0
40123439,2024-01-28 20:46:00,Pune,Hyper,Personal Care,Britannia,Offline,UPI,4,179.7176935316863,211.91912094413198,847.6764837765279,718.8707741267452,128.80570964978267,0.15195149578284112,146,57,8,23.0,F,0
46650377,2024-06-20 09:19:00,Chennai,Express,Vegetables,ITC,Omnichannel,Cash,5,118.18674103939354,131.88523919174096,659.4261959587049,590.9337051969677,68.49249076173714,0.10386680295913864,359,38,12,,M,0
53878517,2024-10-17 10:10:00,Kolkata,Express,Vegetables,PepsiCo,Offline,UPI,1,105.25223719106815,129.89749563490886,129.89749563490886,105.25223719106815,24.645258443840717,0.18972851111086017,403,35,7,39.0,nan,0
91370450,2024-03-10 03:46:00,Mumbai,Hyper,Beverages,Amul,Offline,Wallet,5,22.429728263087704,25.15425125314075,125.77125626570376,112.14864131543851,13.622614950265245,0.10831262527493701,499,38,9,24.0,M,1
93699956,2024-06-17 23:22:00,Kolkata,Hyper,Vegetables,HUL,Online,Card,4,150.01395315316714,190.60195972200702,762.4078388880281,600.0558126126685,162.35202627535955,0.21294642839998865,92,28,8,21.0,F,0
36068850,2024-02-17 10:06:00,Bengaluru,Super,Grocery,Amul,Offline,Cash,1,142.18812453950483,179.2044290545266,179.2044290545266,142.18812453950483,37.01630451502177,0.20655909404872358,455,36,12,,F,1
32522433,2024-09-07 13:33:00,Kolkata,Express,Grocery,Britannia,Offline,Wallet,3,127.8935272321758,161.5598794582537,484.6796383747611,383.6805816965274,100.99905667823373,0.20838312295706518,194,39,9,,nan,0
46372754,2024-06-22 15:10:00,Ahmedabad,Hyper,Grocery,Parle,Online,Wallet,1,32.43198970731798,37.218751629657284,37.218751629657284,32.43198970731798,4.786761922339302,0.1286115657496968,175,76,11,56.0,M,0
28046800,2024-04-30 12:31:00,Bengaluru,Super,Home Care,Britannia,Offline,UPI,2,122.51858017012532,154.51873729157023,309.03747458314047,245.03716034025064,64.00031424288983,0.20709564213602127,132,20,10,32.0,F,0
61160380,2024-03-23 19:43:00,Ahmedabad,Hyper,Home Care,ITC,Offline,Wallet,1,155.6961798920817,208.23734475622854,208.23734475622854,155.6961798920817,52.54116486414685,0.2523138437327549,485,43,3,18.0,F,0
58052033,2024-07-25 01:01:00,Ahmedabad,Hyper,Dairy,PepsiCo,Omnichannel,UPI,2,37.24593236443406,45.10976940361237,90.21953880722474,74.49186472886812,15.727674078356614,0.17432669559486985,186,65,3,,M,0
51906303,2024-09-01 11:34:00,Kolkata,Hyper,Fruits,Nestle,Omnichannel,UPI,2,175.67035142586354,199.84313564175318,399.68627128350636,351.3407028517271,48.34556843177927,0.1209587916956164,233,64,13,,F,0
51697749,2024-12-09 05:05:00,Mumbai,Express,Grocery,PepsiCo,Offline,Cash,3,87.59969405223976,108.2258221235352,324.6774663706056,262.79908215671924,61.87838421388636,0.1905841662052851,126,25,9,,O,0
87313706,2024-06-08 13:27:00,Delhi,Hyper,Snacks,PepsiCo,Online,Card,1,74.33963774146868,83.0122903847632,83.0122903847632,74.33963774146868,8.672652643294526,0.10447432064693857,351,53,11,,F,0
23481785,2024-02-28 15:37:00,Hyderabad,Express,Personal Care,Nestle,Omnichannel,Wallet,1,166.18246712568524,218.59655801643396,218.59655801643396,166.18246712568524,52.414090890748724,0.23977546291835147,461,70,4,,O,0
78985520,2024-10-30 22:16:00,Pune,Express,Beverages,Tata,Omnichannel,Card,2,91.18437511240272,101.35059975191223,202.70119950382445,182.36875022480544,20.332449279019016,0.10030749363491258,456,79,8,56.0,F,0
62259157,2024-08-17 20:44:00,Kolkata,Express,Vegetables,Tata,Offline,Cash,3,44.626991968498196,59.73824967630429,179.21474902891288,133.88097590549458,45.3337731234183,0.25295782500638136,353,21,14,,F,0
81369016,2024-09-12 14:20:00,Mumbai,Super,Home Care,ITC,Offline,UPI,2,177.47236805445127,232.6936124623146,465.3872249246292,354.94473610890253,110.44248881572668,0.2373131080974841,93,21,9,,F,0
61704133,2024-02-05 11:42:00,Ahmedabad,Express,Personal Care,Tata,Online,UPI,2,124.33884142935966,179.02737941743135,358.0547588348627,248.67768285871932,109.37707597614337,0.3054758337301944,355,29,13,,nan,0
79395506,2024-04-24 00:20:00,Pune,Super,Vegetables,Amul,Offline,Card,2,70.6506814111122,88.56402366476154,177.12804732952307,141.3013628222244,35.826684507298665,0.20226432260413227,442,58,13,,F,0
64488773,2024-10-07 06:19:00,Mumbai,Super,Dairy,Amul,Offline,Wallet,4,124.53360453442455,164.14676634144755,656.5870653657902,498.1344181376982,158.45264722809196,0.24132770136100176,92,68,12,,F,0
74077265,2024-10-30 18:36:00,Hyderabad,Express,Vegetables,Britannia,Online,Card,4,180.3319884369411,235.70646748373454,942.8258699349382,721.3279537477644,221.49791618717381,0.2349298245310757,204,24,10,,F,1
47219992,2024-06-07 20:30:00,Hyderabad,Express,Home Care,Nestle,Offline,Cash,1,145.95056029961955,167.94055269390478,167.94055269390478,145.95056029961955,21.989992394285224,0.13093914508168297,222,70,7,56.0,M,1
90457749,2024-10-20 17:44:00,Delhi,Super,Personal Care,HUL,Offline,Card,2,162.60210614806252,177.88492499134566,355.7698499826913,325.20421229612504,30.565637686566276,0.08591407531597559,329,50,4,52.0,F,0
36104385,2024-11-03 05:14:00,Kolkata,Hyper,Dairy,Nestle,Offline,Wallet,3,58.09451351230374,71.38978211027059,214.16934633081178,174.28354053691123,39.885805793900545,0.18623489531639997,222,63,6,48.0,M,0
74551804,2024-05-21 10:19:00,Ahmedabad,Super,Snacks,Britannia,Online,Wallet,3,185.77223068323482,225.03163129287432,675.094893878623,557.3166920497044,117.77820182891855,0.17446169849137416,425,47,14,,F,0
39549561,2024-11-23 19:15:00,Mumbai,Hyper,Beverages,Britannia,Offline,Wallet,4,91.4243840367741,98.46145345167231,393.84581380668925,365.6975361470964,28.14827765959285,0.07147029795118967,489,63,11,53.0,F,0
81215183,2024-04-15 05:45:00,Chennai,Super,Grocery,HUL,Omnichannel,Card,1,29.666668157366853,42.843867318345964,42.843867318345964,29.666668157366853,13.17719916097911,0.30756325200681794,52,25,5,32.0,M,1
85092141,2024-03-28 10:31:00,Kolkata,Super,Home Care,Parle,Online,Wallet,3,80.09296807286464,85.97661347964147,257.92984043892443,240.2789042185939,17.65093622033052,0.06843309091454314,106,67,8,30.0,M,1
26631119,2024-09-06 02:40:00,Chennai,Express,Vegetables,Nestle,Offline,UPI,4,179.66579727309102,233.33708582817383,933.3483433126953,718.6631890923641,214.68515422033124,0.23001610894637467,125,25,7,54.0,M,0
66258709,2024-08-20 10:02:00,Kolkata,Hyper,Vegetables,PepsiCo,Offline,Wallet,3,122.69851059825373,133.59031889514225,400.77095668542677,368.0955317947612,32.67542489066557,0.0815314192448161,461,39,13,56.0,M,0
57523257,2024-02-21 00:14:00,Mumbai,Hyper,Dairy,Britannia,Omnichannel,Card,5,113.72988993141634,132.58041193372594,662.9020596686297,568.6494496570817,94.25261001154797,0.14218180293279342,50,28,5,,F,0
45822126,2024-10-30 22:47:00,Hyderabad,Express,Dairy,HUL,Offline,UPI,4,80.89529255346312,91.07948088688177,364.3179235475271,323.5811702138525,40.736753333674585,0.1118164951562156,116,59,9,60.0,M,0
35115382,2024-03-13 23:11:00,Ahmedabad,Super,Vegetables,Nestle,Online,Wallet,1,15.523722091455511,17.144997207694647,17.144997207694647,15.523722091455511,1.6212751162391363,0.09456257686128468,351,65,11,54.0,F,0
65194024,2024-10-20 18:55:00,Hyderabad,Express,Home Care,Parle,Offline,Cash,1,61.321103708164955,69.86333080267838,69.86333080267838,61.321103708164955,8.542227094513422,0.12227053872710482,432,58,11,,O,0
84118804,2024-01-03 16:29:00,Ahmedabad,Hyper,Grocery,ITC,Omnichannel,Card,3,186.5725477961875,210.27615826780823,630.8284748034247,559.7176433885625,71.11083141486222,0.11272609632439529,363,38,12,,F,0
41465253,2024-10-17 20:21:00,Hyderabad,Hyper,Personal Care,HUL,Omnichannel,Cash,5,196.74764735669203,271.20189575922745,1356.0094787961373,983.7382367834601,372.27124201267713,0.274534395101116,269,74,11,,F,0
40073944,2024-10-14 05:28:00,Pune,Super,Beverages,Tata,Omnichannel,Card,5,52.812166473070384,57.373497966167655,286.8674898308383,264.0608323653519,22.806657465486353,0.07950241234702168,163,75,12,21.0,M,1
87638310,2024-10-11 20:00:00,Hyderabad,Hyper,Home Care,HUL,Online,UPI,1,187.2286231173358,239.88272264316245,239.88272264316245,187.2286231173358,52.654099525826666,0.21949934095150433,145,51,8,39.0,M,0
77995770,2024-08-30 16:06:00,Mumbai,Hyper,Beverages,Britannia,Online,UPI,2,184.65555266689773,236.29927210967475,472.5985442193495,369.31110533379547,103.28743888555402,0.218552173189968,310,32,12,,M,0
75486881,2024-06-21 02:56:00,Chennai,Super,Vegetables,Tata,Omnichannel,UPI,4,120.62953565953494,173.47166191512648,693.8866476605059,482.51814263813975,211.36850502236615,0.3046153225962942,96,71,6,,F,0
63299949,2024-09-14 09:15:00,Mumbai,Super,Grocery,PepsiCo,Online,Card,4,173.87516590259878,244.75616800810778,979.0246720324311,695.5006636103951,283.524008422036,0.28959843048025247,371,56,6,,F,0
19085378,2024-04-11 03:35:00,Hyderabad,Express,Home Care,Nestle,Online,Wallet,3,48.26926898270059,51.4356062445782,154.30681873373462,144.80780694810176,9.49901178563286,0.0615592484090023,88,71,12,41.0,F,0
23542035,2024-10-11 23:11:00,Bengaluru,Express,Fruits,Tata,Offline,Wallet,4,35.66422002658871,41.85697196440624,167.42788785762497,142.65688010635483,24.771007751270133,0.14795030904489798,360,57,8,20.0,M,1
15055300,2024-07-21 19:28:00,Chennai,Express,Home Care,Tata,Online,Card,3,54.20037132933573,57.752288147563085,173.25686444268925,162.6011139880072,10.65575045468205,0.06150261629724236,173,71,9,39.0,F,1
38283709,2024-06-16 12:06:00,Ahmedabad,Hyper,Grocery,HUL,Online,UPI,5,65.70843010207358,89.51190687898558,447.55953439492794,328.5421505103679,119.01738388456005,0.2659252562800701,295,62,11,46.0,M,1
13007566,2024-07-03 13:07:00,Chennai,Hyper,Beverages,Nestle,Offline,UPI,2,144.53934131511164,195.1783581187625,390.356716237525,289.0786826302233,101.27803360730172,0.2594499579345674,365,34,4,,F,0
52406365,2024-07-26 14:10:00,Delhi,Hyper,Fruits,Parle,Online,Cash,3,192.42787003431334,249.77249258477835,749.3174777543351,577.28361010294,172.0338676513951,0.22958742156525097,227,78,12,23.0,M,1
12478009,2024-01-14 14:25:00,Ahmedabad,Hyper,Dairy,Britannia,Omnichannel,Cash,5,92.6708402579224,101.18430083684042,505.9215041842021,463.35420128961204,42.56730289459006,0.08413815689299428,418,72,7,,F,0
99595385,2024-02-21 00:37:00,Pune,Hyper,Vegetables,ITC,Online,Cash,4,135.40855137644115,155.01905264606955,620.0762105842782,541.6342055057646,78.4420050785136,0.12650381314354922,179,51,6,,M,0
54721897,2024-03-30 14:25:00,Mumbai,Express,Personal Care,Nestle,Online,UPI,3,63.525284484567905,67.75286134267245,203.25858402801734,190.5758534537037,12.682730574313638,0.0623970231563034,437,24,6,,F,1
11163492,2024-02-11 19:17:00,Kolkata,Hyper,Beverages,PepsiCo,Offline,Card,3,57.039515655950694,81.21986888593759,243.65960665781276,171.11854696785207,72.54105968996069,0.29771475331910424,210,31,11,58.0,F,1
26275763,2024-06-09 11:01:00,Ahmedabad,Super,Personal Care,Britannia,Offline,UPI,3,44.42151694533615,59.65923191072506,178.9776957321752,133.26455083600845,45.71314489616674,0.25541252338264847,86,67,13,50.0,F,0
26900697,2024-08-31 23:13:00,Chennai,Super,Home Care,Britannia,Omnichannel,Wallet,5,38.63806794035864,55.519291497063755,277.59645748531875,193.1903397017932,84.40611778352556,0.30406050044060645,482,67,13,,F,0
70707956,2024-08-26 20:48:00,Ahmedabad,Super,Home Care,HUL,Online,Wallet,3,46.74541004567543,60.3480308497331,181.0440925491993,140.23623013702627,40.80786241217302,0.22540289405512284,487,31,13,25.0,F,0
79293854,2024-06-20 22:48:00,Bengaluru,Super,Snacks,Britannia,Omnichannel,Card,1,144.10029213968133,180.19196598077758,180.19196598077758,144.10029213968133,36.09167384109625,0.2002956882381006,327,24,13,,nan,0
53448607,2024-11-08 02:30:00,Hyderabad,Express,Home Care,PepsiCo,Online,Cash,3,172.96971858893448,210.25601709093343,630.7680512728002,518.9091557668035,111.85889550599677,0.17733760497267012,218,37,9,,M,0
75413537,2024-07-25 07:28:00,Hyderabad,Super,Fruits,PepsiCo,Omnichannel,Cash,2,165.3892440994173,217.86059029833035,435.7211805966607,330.7784881988346,104.94269239782608,0.24084826965290368,242,40,7,50.0,F,0
